Unnamed: 0,State,District,Reg_id,date,mean,max,min
213,Maharashtra,KOLHAPUR,5007,21-01-2024,23.237085,29.89245,17.65243
214,Maharashtra,KOLHAPUR,5006,21-01-2024,23.208612,29.641748,17.579676
215,Maharashtra,KOLHAPUR,5005,21-01-2024,23.422327,30.370478,16.811853
216,Maharashtra,KOLHAPUR,5004,21-01-2024,23.113306,29.533258,18.046473
217,Maharashtra,KOLHAPUR,5003,21-01-2024,22.987238,29.802057,16.888727
218,Maharashtra,KOLHAPUR,5002,21-01-2024,23.46795,30.271296,17.944757
219,Maharashtra,KOLHAPUR,5001,21-01-2024,23.20608,29.793848,17.979578
220,Maharashtra,JALNA,4008,21-01-2024,21.74209,27.638178,15.8623905
221,Maharashtra,JALNA,4007,21-01-2024,21.417078,27.303858,15.585566
222,Maharashtra,JALNA,4006,21-01-2024,21.00561,27.117548,14.971949
223,Maharashtra,JALNA,4005,21-01-2024,19.925928,25.998468,14.397821
224,Maharashtra,JALNA,4004,21-01-2024,21.47851,27.568628,15.694147
225,Maharashtra,JALNA,4003,21-01-2024,19.513544,25.555994,14.208643
226,Maharashtra,JALNA,4002,21-01-2024,20.476618,26.622156,14.759851
227,Maharashtra,JALNA,4001,21-01-2024,21.287683,27.494349,15.319971
228,Maharashtra,JALGAON,3015,21-01-2024,19.281122,26.427576,13.525446
229,Maharashtra,JALGAON,3014,21-01-2024,19.130915,26.005823,13.709009
230,Maharashtra,JALGAON,3013,21-01-2024,19.408014,26.254145,14.086237
231,Maharashtra,JALGAON,3012,21-01-2024,19.572351,25.814692,14.434626
232,Maharashtra,JALGAON,3011,21-01-2024,19.529139,25.932795,14.266932
233,Maharashtra,JALGAON,3010,21-01-2024,19.640131,26.575891,13.725916
234,Maharashtra,JALGAON,3009,21-01-2024,19.659937,26.453455,13.841425
235,Maharashtra,JALGAON,3008,21-01-2024,19.333002,26.216883,13.709894
236,Maharashtra,JALGAON,3007,21-01-2024,19.562616,26.642145,13.475519
237,Maharashtra,JALGAON,3006,21-01-2024,19.272211,26.42309,13.579218
238,Maharashtra,JALGAON,3005,21-01-2024,19.751612,26.136591,14.594294
239,Maharashtra,JALGAON,3004,21-01-2024,19.333765,26.149958,13.793085
240,Maharashtra,JALGAON,3003,21-01-2024,19.422297,26.501978,13.632196
241,Maharashtra,JALGAON,3002,21-01-2024,19.52743,26.104853,14.220148
242,Maharashtra,JALGAON,3001,21-01-2024,19.275568,26.340815,14.055811
243,Maharashtra,HINGOLI,2005,21-01-2024,21.701563,27.419336,16.271967
244,Maharashtra,HINGOLI,2004,21-01-2024,23.002405,28.082422,17.92312
245,Maharashtra,HINGOLI,2003,21-01-2024,22.187983,27.551538,16.986353
246,Maharashtra,HINGOLI,2002,21-01-2024,23.33758,28.409327,18.093805
247,Maharashtra,HINGOLI,2001,21-01-2024,22.839624,28.164179,17.44964
248,Maharashtra,GONDIA,1008,21-01-2024,20.700586,26.701624,14.930933
249,Maharashtra,GONDIA,1007,21-01-2024,20.623652,26.709711,15.611261
250,Maharashtra,GONDIA,1006,21-01-2024,21.31576,27.070642,16.077265
251,Maharashtra,GONDIA,1005,21-01-2024,20.914484,26.98379,15.297785
252,Maharashtra,GONDIA,1004,21-01-2024,20.21966,26.616419,14.558466
253,Maharashtra,GONDIA,1003,21-01-2024,21.400934,26.848078,16.451777
254,Maharashtra,GONDIA,1002,21-01-2024,21.961817,27.329706,17.103266
255,Maharashtra,GONDIA,1001,21-01-2024,20.511164,26.809107,15.078974
256,Maharashtra,GARHCHIROLI,12,21-01-2024,24.967066,28.883509,20.714777
257,Maharashtra,GARHCHIROLI,11,21-01-2024,24.544367,28.780634,20.21618
258,Maharashtra,GARHCHIROLI,10,21-01-2024,22.2167,27.282923,17.51327
259,Maharashtra,GARHCHIROLI,9,21-01-2024,21.664606,26.742426,16.786768
260,Maharashtra,GARHCHIROLI,8,21-01-2024,23.651361,28.28924,18.983698
261,Maharashtra,GARHCHIROLI,7,21-01-2024,23.78689,28.624567,19.337122
262,Maharashtra,GARHCHIROLI,6,21-01-2024,22.964289,27.930933,18.230707
263,Maharashtra,GARHCHIROLI,5,21-01-2024,22.458551,27.573084,17.613825
264,Maharashtra,GARHCHIROLI,4,21-01-2024,24.284784,28.54931,19.937677
265,Maharashtra,GARHCHIROLI,3,21-01-2024,23.39245,27.898218,19.42785
266,Maharashtra,GARHCHIROLI,2,21-01-2024,22.776697,27.648829,18.03863
267,Maharashtra,GARHCHIROLI,1,21-01-2024,24.630182,28.62536,20.357233
268,Maharashtra,DHULE,9004,21-01-2024,19.200373,26.43786,13.62356
269,Maharashtra,DHULE,9003,21-01-2024,19.287104,26.34997,14.1123905
270,Maharashtra,DHULE,9002,21-01-2024,18.746058,25.229944,13.621027
271,Maharashtra,DHULE,9001,21-01-2024,19.38592,25.922571,14.840876
272,Maharashtra,CHANDRAPUR,8014,21-01-2024,22.958551,27.781305,18.361567
273,Maharashtra,CHANDRAPUR,8013,21-01-2024,23.095697,27.671564,18.539759
274,Maharashtra,CHANDRAPUR,8012,21-01-2024,23.651484,28.092676,19.078394
275,Maharashtra,CHANDRAPUR,8011,21-01-2024,24.307459,28.437891,20.0581
276,Maharashtra,CHANDRAPUR,8010,21-01-2024,24.16891,28.31991,19.93014
277,Maharashtra,CHANDRAPUR,8009,21-01-2024,22.491663,27.46261,17.760492
278,Maharashtra,CHANDRAPUR,8008,21-01-2024,23.697046,28.023096,19.257776
279,Maharashtra,CHANDRAPUR,8007,21-01-2024,24.071589,28.317133,19.709558
280,Maharashtra,CHANDRAPUR,8006,21-01-2024,24.0982,28.369043,19.436731
281,Maharashtra,CHANDRAPUR,8005,21-01-2024,24.49383,28.580439,20.329065
282,Maharashtra,CHANDRAPUR,8004,21-01-2024,22.502161,27.455133,17.87298
283,Maharashtra,CHANDRAPUR,8003,21-01-2024,23.802057,28.114344,19.574335
284,Maharashtra,CHANDRAPUR,8002,21-01-2024,22.670252,27.57931,17.881586
285,Maharashtra,CHANDRAPUR,8001,21-01-2024,23.247522,27.853357,18.948786
286,Maharashtra,BULDHANA,7013,21-01-2024,20.676264,26.693476,15.148615
287,Maharashtra,BULDHANA,7012,21-01-2024,19.868128,26.249567,15.026239
288,Maharashtra,BULDHANA,7011,21-01-2024,18.718958,25.401545,12.794672
289,Maharashtra,BULDHANA,7010,21-01-2024,19.633478,25.94488,14.884394
290,Maharashtra,BULDHANA,7009,21-01-2024,19.479853,25.642054,14.746607
291,Maharashtra,BULDHANA,7008,21-01-2024,20.358515,26.331964,15.359247
292,Maharashtra,BULDHANA,7007,21-01-2024,19.472864,26.019037,14.30398
293,Maharashtra,BULDHANA,7006,21-01-2024,20.990534,26.951471,15.560694
294,Maharashtra,BULDHANA,7005,21-01-2024,19.982355,26.084894,15.510553
295,Maharashtra,BULDHANA,7004,21-01-2024,18.92251,25.613855,13.247278
296,Maharashtra,BULDHANA,7003,21-01-2024,20.312891,26.379694,14.900934
297,Maharashtra,BULDHANA,7002,21-01-2024,19.876856,25.845697,15.161615
298,Maharashtra,BULDHANA,7001,21-01-2024,19.483942,25.437677,14.6323185
299,Maharashtra,BHANDARA,6007,21-01-2024,20.544184,26.267756,15.03512
300,Maharashtra,BHANDARA,6006,21-01-2024,21.369867,27.20489,16.071497
301,Maharashtra,NASIK,1006,21-01-2024,18.787378,24.917719,13.40481
302,Maharashtra,NASIK,1007,21-01-2024,19.58288,25.807428,15.355677
303,Maharashtra,NASIK,1008,21-01-2024,19.927668,26.245386,14.428461
304,Maharashtra,NASIK,1009,21-01-2024,19.615442,26.066889,14.199793
305,Maharashtra,NASIK,1010,21-01-2024,19.55752,25.945215,13.528101
306,Maharashtra,NASIK,1011,21-01-2024,21.574091,27.755732,16.782953
307,Maharashtra,NASIK,1012,21-01-2024,19.626764,26.031153,14.108393
308,Maharashtra,NASIK,1013,21-01-2024,21.092585,27.332483,15.831537
309,Maharashtra,NASIK,1014,21-01-2024,21.727747,28.09942,16.752161
310,Maharashtra,NASIK,1015,21-01-2024,19.904718,26.27923,14.0255375
311,Maharashtra,OSMANABAD,2001,21-01-2024,23.39126,29.200037,18.15655
312,Maharashtra,OSMANABAD,2002,21-01-2024,22.690119,28.384058,17.855463
313,Maharashtra,OSMANABAD,2003,21-01-2024,23.74795,28.95492,19.40658
314,Maharashtra,OSMANABAD,2004,21-01-2024,23.697596,28.999872,18.932978
315,Maharashtra,OSMANABAD,2005,21-01-2024,24.289515,29.684961,18.859674
316,Maharashtra,OSMANABAD,2006,21-01-2024,24.89712,30.056604,20.062983
317,Maharashtra,OSMANABAD,2007,21-01-2024,23.957972,29.050562,19.637812
318,Maharashtra,OSMANABAD,2008,21-01-2024,22.843409,28.7857,17.809748
319,Maharashtra,PARBHANI,3001,21-01-2024,22.8388,27.923792,17.320215
320,Maharashtra,PARBHANI,3002,21-01-2024,22.11468,27.8175,16.30694
321,Maharashtra,PARBHANI,3003,21-01-2024,22.571863,28.13305,17.134394
322,Maharashtra,PARBHANI,3004,21-01-2024,23.235895,28.123407,17.795618
323,Maharashtra,PARBHANI,3005,21-01-2024,22.986261,28.287928,17.107721
324,Maharashtra,PARBHANI,3006,21-01-2024,22.404352,28.009333,17.1802
325,Maharashtra,PARBHANI,3007,21-01-2024,23.3594,28.360804,17.934168
326,Maharashtra,PARBHANI,3008,21-01-2024,22.146296,27.958551,16.028559
327,Maharashtra,PARBHANI,3009,21-01-2024,22.547419,27.922174,17.393824
328,Maharashtra,PUNE,4001,21-01-2024,20.571863,27.541101,14.173365
329,Maharashtra,PUNE,4002,21-01-2024,23.141718,29.236506,16.909876
330,Maharashtra,PUNE,4003,21-01-2024,21.11703,28.33706,15.124689
331,Maharashtra,PUNE,4004,21-01-2024,22.807856,28.930231,16.66891
332,Maharashtra,PUNE,4005,21-01-2024,20.834894,27.977503,14.561518
333,Maharashtra,PUNE,4006,21-01-2024,24.144648,29.365686,18.220942
334,Maharashtra,PUNE,4007,21-01-2024,19.897303,26.738214,13.907068
335,Maharashtra,PUNE,4008,21-01-2024,20.658686,27.745874,14.404078
